"chunk_id","chunk_type","primary_text","category","price","flower_type","collection_id","url","max_tokens"
"product_0175","product","Box with flowers XXL - Extra large flower box with hydrangea, roses, tulips, hyacinth, tanacetum and ranunculus","Basket / Boxes with flowers","5500","Hydrangea / rose / tulip / hyacinth / tannacetum / ranunculus","Basket / Boxes with flowers","https://xoflowers.md/box-xxl/","200"
"product_0176","product","A box with french roses - French roses box with eucalyptus - available in S, M, L sizes","Basket / Boxes with flowers","1050","Roses / eucalypt","Basket / Boxes with flowers","https://xoflowers.md/box-french-roses/","200"
"product_0177","product","Basket with flowers XL - Extra large flower basket with hydrangea, gerbera, tulips, geniste, roses and eucalyptus","Basket / Boxes with flowers","5500","Hydrangea / gerbera / tulip / geniste / rose / eucalyptus","Basket / Boxes with flowers","https://xoflowers.md/basket-xl/","200"
"product_0178","product","Basket ""Spring in her heart"" - Spring heart basket with roses, eucalyptus, carnation, tulips, ranunculus and freesia","Basket / Boxes with flowers","2500","Rose / eucalyptus / carnation / tulip / ranunculus / freesia","Basket / Boxes with flowers","https://xoflowers.md/basket-spring-heart/","200"
"product_0179","product","Basket with flowers - Mixed basket with hydrangea, roses, hellebore, tulips, Prunus branches and eucalyptus","Basket / Boxes with flowers","1750","Hydrangea / rose / hellebore / tulip / Prunus branches / eucalyptus","Basket / Boxes with flowers","https://xoflowers.md/basket-mixed-spring/","200"
"product_0180","product","Box with flowers ""Spring Dream"" - Spring dream box with hydrangea, ranunculus, roses and orchids","Basket / Boxes with flowers","2500","Hydrangea / ranunculus / rose / orchid","Basket / Boxes with flowers","https://xoflowers.md/box-spring-dream/","200"
"product_0181","product","Basket ""Garden of Eden"" - Paradise garden basket with Roses Ocean Song, Roses Pink Mondial, Ranunculus and Clooney Hanoi","Basket / Boxes with flowers","4750","Roses Ocean Song/Roses Pink Mondial/Ranunculus/Clooney Hanoi","Basket / Boxes with flowers","https://xoflowers.md/basket-garden-eden/","200"
"product_0182","product","Basket with roses Hermosa - Hermosa roses basket arrangement","Basket / Boxes with flowers","3200","Roses Hermosa","Basket / Boxes with flowers","https://xoflowers.md/basket-hermosa/","200"
"product_0183","product","Flower basket - Classic flower basket with roses, chrysanthemum, hydrangea, viburnum and salal","Basket / Boxes with flowers","5000","Rose / chrysanthemum / hydrangea / viburnum / salal","Basket / Boxes with flowers","https://xoflowers.md/flower-basket/","200"
"product_0184","product","101 roses in a basket - Grand gesture with 101 red roses in basket - available in S, M, XL sizes","Basket / Boxes with flowers","2050","Red roses","Basket / Boxes with flowers","https://xoflowers.md/basket-101-roses/","200"
"product_0185","product","Basket with peonis - Short-stemmed peonies nestled comfortably in a round basket. Calm and peaceful composition that creates a summer mood and fills the day with warmth and light. Perfect gift for visits and special occasions.","Basket / Boxes with flowers","3100","Peony","Basket / Boxes with flowers","https://xoflowers.md/basket-peonis/","200"
"product_0186","product","Basket with white peonies - Magnificent fragrant white peonies in a flowerpot basket. Subtle aroma, noble gloss of blossoming peonies, and half-hints of eucalyptus leaves. Perfect for special occasions and warming the soul.","Basket / Boxes with flowers","1750","Peony","Basket / Boxes with flowers","https://xoflowers.md/basket-white-peonies/","200"
"product_0187","product","A box of seasonal peonies - Amazing seasonal peonies that are favorites of summer season. In signature box, these peonies sparkle and radiate morning freshness, perfect to brighten any occasion and delight the recipient.","Basket / Boxes with flowers","1500","Seasonal peonies","Basket / Boxes with flowers","https://xoflowers.md/box-seasonal-peonies/","200"
"product_0188","product","Bouquet ""Greenery"" - Fresh green arrangement with natural foliage and seasonal flowers for nature lovers","Author's bouquets","1400","Mixed greens, seasonal flowers","Author's bouquets","https://xoflowers.md/bouquet-greenery/","200"
"product_0189","product","Bouquet ""Madam"" - Elegant arrangement with hydrangea, roses, gerbera and chrysanthemum for sophisticated ladies","Author's bouquets","2400","Hydrangea / rose / gerbera / chryzantema","Author's bouquets","https://xoflowers.md/bouquet-madam/","200"
"product_0190","product","Bouquet ""Madam"" - Beautiful combination of peonies, viburnum, chrysanthemum and spray roses","Author's bouquets","1250","Peony / viburnum / crizantema / rose spray","Author's bouquets","https://xoflowers.md/bouquet-madam-variant/","200"
"product_0191","product","Bouquet ""Beautiful song"" - Musical harmony of peonies, hydrangea and chrysanthemum","Author's bouquets","1250","Peony / hydrangea / chryzantema","Author's bouquets","https://xoflowers.md/bouquet-beautiful-song/","200"
"product_0192","product","Bouquet ""Summer sun"" - Bright sunny arrangement with gerbera, tanacetum and spray roses","Author's bouquets","1200","Gerbera / tanacetum / rose spray","Author's bouquets","https://xoflowers.md/bouquet-summer-sun/","200"
"product_0193","product","Bouquet ""Rose, Mattiola and peony"" - Classic combination of roses, mattiola and peonies for timeless elegance","Author's bouquets","1400","Peony / rose / mattiola","Author's bouquets","https://xoflowers.md/bouquet-rose-mattiola-peony/","200"
"product_0194","product","Bouquet ""Silk Pattern"" - Delicate silk-like pattern with hydrangea, peonies and chrysanthemum","Author's bouquets","1300","Hydrangea / peony / chryzantema","Author's bouquets","https://xoflowers.md/bouquet-silk-pattern/","200"
"product_0195","product","Bouquet with peonies - Beautiful peony arrangement with roses, chrysanthemum and matiola","Author's bouquets","1500","Peony / rose / chrizantema / matiola","Author's bouquets","https://xoflowers.md/bouquet-with-peonies/","200"
"product_0196","product","Bouquet ""Luxurious Love"" - Premium luxurious arrangement with hydrangea, peonies, spray roses and gerbera","Author's bouquets","2800","Hydrangea / peony / rose spray / gerbera","Author's bouquets","https://xoflowers.md/bouquet-luxurious-love/","200"
"product_0197","product","Bouquet ""Lavender Dream"" - Dreamy lavender-inspired bouquet with hydrangea, roses, gerbera, chrysanthemum and dianthus","Author's bouquets","2200","Hydrangea / rose / gerbera / chrizantema / dianthus","Author's bouquets","https://xoflowers.md/bouquet-lavender-dream/","200"
"product_0198","product","Bouquet ""Warmth of Petals"" - Warm and tender arrangement with hydrangea, roses and eustoma","Author's bouquets","990","Hydrangea / rose / eustoma","Author's bouquets","https://xoflowers.md/bouquet-warmth-petals/","200"
"product_0199","product","Bouquet ""Sun Mousse"" - Light and airy arrangement with roses, matiola, eustoma and dianthus","Author's bouquets","950","Rose / matiola / eustoma / dianthus","Author's bouquets","https://xoflowers.md/bouquet-sun-mousse/","200"
"product_0200","product","Bouquet ""Emotion"" - Emotional arrangement with ranunculus, chrysanthemum, spray roses and hydrangea","Author's bouquets","980","Ranunculus / chrysanthemum / rose spray / hydrangea","Author's bouquets","https://xoflowers.md/bouquet-emotion/","200"
"product_0201","product","Bouquet ""Lemon Breath"" - Fresh citrus-inspired arrangement with hydrangea, roses, tanacetum and tulips","Author's bouquets","2800","Hydrangea / rose / tanacetum / tulip","Author's bouquets","https://xoflowers.md/bouquet-lemon-breath/","200"
"product_0202","product","Bouquet ""A melody of love"" - Romantic melody with hydrangea, roses, bush roses, gerbera and dianthus","Author's bouquets","1400","Hydrangea / rose / bush rose / gerbera / dianthus","Author's bouquets","https://xoflowers.md/bouquet-melody-love/","200"
"product_0203","product","Bouquet ""Gentle warmth"" - Gently warm arrangement with hydrangea, roses, chrysanthemum and dianthus","Author's bouquets","1300","Hydrangea / rose / chrizantema / dianthus","Author's bouquets","https://xoflowers.md/bouquet-gentle-warmth/","200"
"product_0204","product","Bouquet ""Blazing Tenderness"" - Passionate arrangement with gerbera, roses, viburnum, daffodils, hydrangea and amaranth","Author's bouquets","3200","Gerbera / rose / viburnum / daffodil / hydrangea / amaranth","Author's bouquets","https://xoflowers.md/bouquet-blazing-tenderness/","200"
"product_0205","product","Bouquet ""Heart in flowers"" - Heart-shaped arrangement with roses, gerbera, ranunculus, asparagus and spray roses","Author's bouquets","2500","Rose / gerbera / ranunculus / asparagus / rose spray","Author's bouquets","https://xoflowers.md/bouquet-heart-flowers/","200"
"product_0206","product","Bouquet ""Pink seduction"" - Seductive pink arrangement with orchids, chrysanthemum, spray roses, roses, genista and tulips","Author's bouquets","1400","Orchidea / chrizantema / rose spray / rose / genista / tulip","Author's bouquets","https://xoflowers.md/bouquet-pink-seduction/","200"
"product_0207","product","Bouquet ""The kiss of spring"" - Spring kiss arrangement with orchids, hydrangea, roses, spray roses and freesia","Author's bouquets","1600","Orchidea / hydrangea / rose / rose spray / fresia","Author's bouquets","https://xoflowers.md/bouquet-kiss-spring/","200"
"product_0208","product","Bouquet ""The flame of desire"" - Passionate flame arrangement with roses, spray roses, eucalyptus and dianthus","Author's bouquets","1200","Rose / rose spray / eucalyptus / dianthus","Author's bouquets","https://xoflowers.md/bouquet-flame-desire/","200"
"product_0209","product","Bouquet ""Silk evening"" - Elegant evening arrangement with roses, tulips, chrysanthemum, allium and ruskus","Author's bouquets","1250","Rose / tulip / chrizantema / allium / ruskus","Author's bouquets","https://xoflowers.md/bouquet-silk-evening/","200"
"product_0210","product","Bouquet ""Queen"" - Royal arrangement with roses, mantilla, orchids and hydrangea","Author's bouquets","3500","Trandafir / mantilla / orchidea / hydrangea","Author's bouquets","https://xoflowers.md/bouquet-queen/","200"
"product_0211","product","Bouquet ""Calm breeze"" - Peaceful arrangement with carnation, freesia, genista, spray roses and hypericum","Author's bouquets","1700","Carnation / fresia / genista / rose spray / hypericom","Author's bouquets","https://xoflowers.md/bouquet-calm-breeze/","200"
"product_0212","product","Bouquet ""Pink waltz"" - Dancing pink arrangement with roses, tulips, chrysanthemum and ruscus","Author's bouquets","800","Rose / tulip / chrizantema / ruscus","Author's bouquets","https://xoflowers.md/bouquet-pink-waltz/","200"
"product_0213","product","Bouquet ""Sunny accent"" - Bright sunny accent with roses, tulips, chrysanthemum and ruscus","Author's bouquets","800","Rose / tulip / chrizantema / ruscus","Author's bouquets","https://xoflowers.md/bouquet-sunny-accent/","200"
"product_0214","product","Bouquet ""The glow of fog"" - Mysterious foggy glow arrangement with roses, tulips and chrysanthemum","Author's bouquets","850","Rose / tulip / chrizantema","Author's bouquets","https://xoflowers.md/bouquet-glow-fog/","200"
"product_0215","product","Bouquet ""Peachy Dawn"" - Soft peachy dawn arrangement with roses, spray roses and gerbera","Author's bouquets","1450","Rose / rose spray / gerbera","Author's bouquets","https://xoflowers.md/bouquet-peachy-dawn/","200"
"product_0216","product","Bouquet ""Pearlescent silence"" - Quiet pearlescent arrangement with chrysanthemum, lisianthus and spray roses","Author's bouquets","760","Chrizantema / lisianthus / rose spray","Author's bouquets","https://xoflowers.md/bouquet-pearlescent-silence/","200"
"product_0217","product","Bouquet ""October magic"" - Magical autumn arrangement with roses and chrysanthemum","Author's bouquets","620","Rose / chryzantema","Author's bouquets","https://xoflowers.md/bouquet-october-magic/","200"
"product_0218","product","Bouquet ""The warmth of October"" - Warm October arrangement with roses, spray roses and chrysanthemum","Author's bouquets","1200","Rose / rose spray / chrizantema","Author's bouquets","https://xoflowers.md/bouquet-warmth-october/","200"
"product_0219","product","Bouquet ""Autumn whispers"" - Whispering autumn arrangement with roses, dianthus, gerbera, hydrangea and wax","Author's bouquets","1550","Rose / dianthus / gerbera / hydrangea / wax","Author's bouquets","https://xoflowers.md/bouquet-autumn-whispers/","200"
"product_0220","product","Bouquet ""Autumn velvet"" - Velvety autumn arrangement with roses, chrysanthemum and hydrangea","Author's bouquets","1250","Rose / chrizantema / hydrangea","Author's bouquets","https://xoflowers.md/bouquet-autumn-velvet/","200"
"product_0221","product","Bouquet ""The glow of the morning light"" - Morning light arrangement with lisianthus, hydrangea, roses and chrysanthemum","Author's bouquets","2100","Lisianthus / hydrangea / rose / chrizantema","Author's bouquets","https://xoflowers.md/bouquet-glow-morning-light/","200"
"product_0222","product","Bouquet ""Sufle"" - Light and airy soufflГ© arrangement with roses, dianthus and eustoma","Author's bouquets","1500","Rose / dianthus / eustoma","Author's bouquets","https://xoflowers.md/bouquet-sufle/","200"
"product_0223","product","Bouquet ""Gift"" - Perfect gift arrangement with delphinium, roses and lisianthus","Author's bouquets","1400","Delphinium / rose / lisianthus","Author's bouquets","https://xoflowers.md/bouquet-gift/","200"
"product_0224","product","Bouquet ""Patricia"" - Elegant Patricia arrangement with lisianthus, roses, hydrangea, panicum and clematis","Author's bouquets","920","Lisianthus / rose / hydrangea / panicum / clematis","Author's bouquets","https://xoflowers.md/bouquet-patricia/","200"
"product_0225","product","Bouquet ""A love note"" - Romantic love note arrangement with roses, lisianthus and gerbera","Author's bouquets","1450","Rose / lisianthus / gerbera","Author's bouquets","https://xoflowers.md/bouquet-love-note/","200"
"product_0226","product","Flower bouquet white and pink - Classic white and pink arrangement with roses, lisianthus and gerbera","Author's bouquets","1450","Rose / lisianthus / gerbera","Author's bouquets","https://xoflowers.md/bouquet-white-pink/","200"
"product_0227","product","Bouquet ""Valencia"" - Spanish-inspired Valencia arrangement with gerbera, roses, spray roses, lisianthus and hydrangea","Author's bouquets","3300","Gerbera / rose / rose spray / lisianthus / hydrangea","Author's bouquets","https://xoflowers.md/bouquet-valencia/","200"
"product_0228","product","Bouquet ""Waltz"" - Dancing waltz arrangement with roses, lisianthus, lunaria and dahlia","Author's bouquets","2300","Rose / lisianthus / lunaria / dahlia","Author's bouquets","https://xoflowers.md/bouquet-waltz/","200"
"product_0229","product","Bouquet ""Toscana"" - Tuscan-inspired arrangement with eustoma, scabiosa, antirinium, hydrangea, bergras and panicum","Author's bouquets","1500","Eustoma / scabiosa / anthirinium / hydrangea / bergras / panicum","Author's bouquets","https://xoflowers.md/bouquet-toscana/","200"
"product_0230","product","Bouquet ""Journey"" - Travel-inspired arrangement with hydrangea, roses, gerbera, scabiosa and eustoma","Author's bouquets","1750","Hydrangea / rose / gerbera / scabiosa / eustoma","Author's bouquets","https://xoflowers.md/bouquet-journey/","200"
"product_0231","product","Bouquet ""Camilla"" - Elegant Camilla arrangement with hydrangea, spray roses, eustoma, viburnum, freesia and tanacetum","Author's bouquets","1950","Hydrangea / roses spray / eustoma / viburnum / fresia / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-camilla/","200"
"product_0232","product","Bouquet ""Hot summer"" - Hot summer arrangement with peonies, eustoma, tanacetum, antheridium and roses","Author's bouquets","1100","Peon / eustoma / tanacetum / antheridium / rose","Author's bouquets","https://xoflowers.md/bouquet-hot-summer/","200"
"product_0233","product","Bouquet of flowers ""Summer Cocktail"" - Refreshing summer cocktail with germini, peonies and spray roses","Author's bouquets","550","Germini / peon / rose spray","Author's bouquets","https://xoflowers.md/bouquet-summer-cocktail/","200"
"product_0234","product","Bouquet ""Assol"" - Dreamy Assol arrangement with peonies, spray roses and eucalyptus","Author's bouquets","650","Peon / roses spray / eucalypt","Author's bouquets","https://xoflowers.md/bouquet-assol/","200"
"product_0235","product","Bouquet ""Caprice"" - Capricious arrangement with delphinium, peonies, hydrangea, scabiosa and mattiola","Author's bouquets","3200","Delphinium / peony / hydrangea / scabiosa / mattiola","Author's bouquets","https://xoflowers.md/bouquet-caprice/","200"
"product_0236","product","Bouquet of flowers ""Island of Love"" - Romantic island arrangement with hydrangea, roses and chrysanthemum","Author's bouquets","1900","Hydrangea / rose / chrysanthemum","Author's bouquets","https://xoflowers.md/bouquet-island-love/","200"
"product_0237","product","Bouquet ""Antonia"" - Classic Antonia arrangement with peonies, roses and chrysanthemum","Author's bouquets","1800","Peonie / rose / chryzantema","Author's bouquets","https://xoflowers.md/bouquet-antonia/","200"
"product_0238","product","Flower bouquet ""Vanilla"" - Sweet vanilla arrangement with gerbera, roses, antirinium and panicum","Author's bouquets","1000","Gerbera / rose / anthrinium / panicum","Author's bouquets","https://xoflowers.md/bouquet-vanilla/","200"
"product_0239","product","Bouquet ""Grace Kelly"" - Elegant Grace Kelly arrangement with hydrangea and roses","Author's bouquets","2400","Hydrangea / rose","Author's bouquets","https://xoflowers.md/bouquet-grace-kelly/","200"
"product_0240","product","Bouquet ""Lily"" - Fresh lily arrangement with viburnum, spray roses, hydrangea and peonies","Author's bouquets","1400","Viburnum / roses spray / hydrangea / peonies","Author's bouquets","https://xoflowers.md/bouquet-lily/","200"
"product_0241","product","Buchet de flori ""Lilac Beauty"" - Beautiful lilac arrangement with roses, eustoma and chrysanthemum","Author's bouquets","750","Rose / eustoma / chryzantema","Author's bouquets","https://xoflowers.md/buchet-lilac-beauty/","200"
"product_0242","product","Bouquet ""Alps"" - Mountain-inspired arrangement with viburnum, matiola, anthurium, roses and peonies","Author's bouquets","1680","Viburnum / matiola / anthurium / rose / peony","Author's bouquets","https://xoflowers.md/bouquet-alps/","200"
"product_0243","product","Bouquet ""Hanna"" - Sweet Hanna arrangement with hydrangea, chrysanthemum and spray roses","Author's bouquets","1750","Hydrangea / chryzantema / roses spray","Author's bouquets","https://xoflowers.md/bouquet-hanna/","200"
"product_0244","product","Bouquet ""Sweet paints"" - Sweet colorful arrangement with spray roses and roses - available in S and M sizes","Author's bouquets","1350","Rose spray / rose","Author's bouquets","https://xoflowers.md/bouquet-sweet-paints/","200"
"product_0245","product","Bouquet ""Lavanda"" - Lavender-inspired arrangement with hydrangea, roses and viburnum","Author's bouquets","3000","Hydrangea / rose / viburnum","Author's bouquets","https://xoflowers.md/bouquet-lavanda/","200"
"product_0246","product","Bouquet ""Sofia's kiss"" - Romantic Sofia arrangement with hydrangea, roses, gerbera, matiola, eucalyptus and ranunculus - available in S, M, L sizes","Author's bouquets","1800","Hydrangea / rose / gerbera / matiola / eucalyptus / ranunculus","Author's bouquets","https://xoflowers.md/bouquet-sofias-kiss/","200"
"product_0247","product","Bouquet ""Morning in Paris"" - Parisian morning arrangement with roses, germini, tanacetum and dianthus","Author's bouquets","1900","Rose / germini / tanacetum / dianthus","Author's bouquets","https://xoflowers.md/bouquet-morning-paris/","200"
"product_0248","product","Bouquet ""Spring garden"" - Spring garden arrangement with ranunculus, hydrangea, genista, wax flower, roses, chrysanthemum and daffodils","Author's bouquets","2800","Ranunculus / hydrangea / genista / WAXflower / rose / chrysantema / daffodil","Author's bouquets","https://xoflowers.md/bouquet-spring-garden/","200"
"product_0249","product","Bouquet ""Pink sun"" - Pink sunny arrangement with tulips, gerbera, genista and roses - available in S and M sizes","Author's bouquets","680","Tulip / gerbera / genista / rose","Author's bouquets","https://xoflowers.md/bouquet-pink-sun/","200"
"product_0250","product","Bouquet ""Passion"" - Passionate arrangement with Rose Nina, Rose Pink Expression, carnation and Rose Julliet - available in S, M, L sizes","Author's bouquets","1350","Rose Nina / Rose Pink Expression / carnation / Rose Julliet","Author's bouquets","https://xoflowers.md/bouquet-passion/","200"
"product_0251","product","Bouquet ""Gentle Light"" - Gentle light arrangement with Playa Blanca roses, gerbera, carnation and spray roses - available in S, M, L sizes","Author's bouquets","1350","Playa Blanca rose / gerbera / carnation / spray rose","Author's bouquets","https://xoflowers.md/bouquet-gentle-light/","200"
"product_0252","product","Bouquet ""Tender Feelings"" - Tender arrangement with gerbera, spray roses, roses and chrysanthemum","Author's bouquets","950","Gerbera / rose spray / rose / chrysanthemum","Author's bouquets","https://xoflowers.md/bouquet-tender-feelings/","200"
"product_0253","product","Bouquet of flowers ""Orange Accent"" - Bright orange accent with spray roses Jullieta, chrysanthemum and gerbera","Author's bouquets","750","Rose spray Jullieta / chrysanthemum / gerbera","Author's bouquets","https://xoflowers.md/bouquet-orange-accent/","200"
"product_0254","product","Flower bouquet ""Sweetheart"" - Sweet arrangement with gerbera, chrysanthemum and statice","Author's bouquets","500","Gerbera / chryzantemum / statice","Author's bouquets","https://xoflowers.md/bouquet-sweetheart/","200"
"product_0255","product","Flower bouquet ""Wave of Happiness"" - Happy wave arrangement with ranunculus, gerbera and chrysanthemum","Author's bouquets","700","Ranunculus / gerbera / chrysanthemum","Author's bouquets","https://xoflowers.md/bouquet-wave-happiness/","200"
"product_0256","product","Flower bouquet ""Flowers of love"" - Loving arrangement with chrysanthemum, tulips and spray roses","Author's bouquets","600","Chrysanthemum / tulip / spray rose","Author's bouquets","https://xoflowers.md/bouquet-flowers-love/","200"
"product_0257","product","Bouquet ""Sweet Silvia"" - Sweet arrangement with Rose Silvia Pink and tanacetum","Author's bouquets","1550","Rose Silvia Pink / Tanacetum","Author's bouquets","https://xoflowers.md/bouquet-sweet-silvia/","200"
"product_0258","product","Bouquet ""Pink Love"" - Pink love arrangement with spray roses, tanacetum and chrysanthemum","Author's bouquets","1850","Roses spray / tanacetum / chryzantema","Author's bouquets","https://xoflowers.md/bouquet-pink-love/","200"
"product_0259","product","Bouquet ""A fiery sunset"" - Fiery sunset arrangement with roses, gerbera, lagurus and stabilized leaves","Author's bouquets","1100","Rose / gerbera / lagurus / stabilized leaves","Author's bouquets","https://xoflowers.md/bouquet-fiery-sunset/","200"
"product_0260","product","Bouquet ""Fresh fall"" - Fresh autumn arrangement with chrysanthemum, gerbera, roses and tanacetum","Author's bouquets","1300","Chryzantema / gerbera / rosД™ / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-fresh-fall/","200"
"product_0261","product","Bouquet ""Dawn"" - Dawn arrangement with roses and gerbera","Author's bouquets","1500","Roses / gerbera","Author's bouquets","https://xoflowers.md/bouquet-dawn/","200"
"product_0262","product","Bouquet ""Autumn sun"" - Autumn sun arrangement with roses, chrysanthemum and ruskus","Author's bouquets","1350","Rose / chryzantema / ruskus","Author's bouquets","https://xoflowers.md/bouquet-autumn-sun/","200"
"product_0263","product","Bouquet ""Gentle Autumn"" - Gentle autumn roses arrangement - available in S and M sizes","Author's bouquets","1350","Roses","Author's bouquets","https://xoflowers.md/bouquet-gentle-autumn/","200"
"product_0264","product","Bouquet ""A summer moment"" - Summer moment arrangement with hydrangea and tanacetum - available in S and M sizes","Author's bouquets","1150","Hydrangea / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-summer-moment/","200"
"product_0265","product","Bouquet ""Summer Fireworks"" - Fireworks arrangement with hydrangea, roses and tanacetum","Author's bouquets","1700","Hydrangea / rose / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-summer-fireworks/","200"
"product_0266","product","Bouquet ""Angelica"" - Angelic arrangement with hydrangea, roses and peonies","Author's bouquets","2200","Hydrangea / rose / peony","Author's bouquets","https://xoflowers.md/bouquet-angelica/","200"
"product_0267","product","Bouquet ""Warm Moments"" - Warm moments arrangement with roses, peonies, delphinium, scabiosa, dahlia, nigella and antirinium","Author's bouquets","2320","Rose / peony / delphinium / scabiosa / dahlia / nigella / antirinium","Author's bouquets","https://xoflowers.md/bouquet-warm-moments/","200"
"product_0268","product","Bouquet ""The Flower Secret"" - Secret arrangement with hydrangea, delphinium, roses, gerbera, anthurium and eustoma","Author's bouquets","1600","Hydrangea / delphinium / rose / gerbera / anthurium / eustoma","Author's bouquets","https://xoflowers.md/bouquet-flower-secret/","200"
"product_0269","product","Bouquet ""Fragrant Mission"" - Fragrant mission arrangement with roses, anthurium, chrysanthemum, peonies, eucalyptus, panicum and eustoma","Author's bouquets","2450","Rose / anthurium / chrysanthemum / peony / eucalyptus / panicum / eustoma","Author's bouquets","https://xoflowers.md/bouquet-fragrant-mission/","200"
"product_0270","product","Bouquet ""Blooming Worlds"" - Blooming worlds arrangement with mixed seasonal flowers","Author's bouquets","2300","Mixed seasonal flowers","Author's bouquets","https://xoflowers.md/bouquet-blooming-worlds/","200"
"product_0271","product","Bouquet ""Dolve Vita"" - Sweet life arrangement with peonies, spray roses and tanacetum","Author's bouquets","2900","Peonies / roses spray / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-dolce-vita/","200"
"product_0272","product","Bouquet ""Serenade"" - Romantic serenade with hydrangea, peonies, viburnum and eucalyptus","Author's bouquets","2000","Hydrangea / peony / viburnum / eucalyptus","Author's bouquets","https://xoflowers.md/bouquet-serenade/","200"
"product_0273","product","Bouquet ""The Mediterranean"" - Mediterranean arrangement with hydrangea, viburnum and roses","Author's bouquets","1900","Hydrangea / viburnum / rose","Author's bouquets","https://xoflowers.md/bouquet-mediterranean/","200"
"product_0274","product","Bouquet ""Warm Moments"" - Warm moments arrangement with tanacetum, craspedia, hydrangea, eucalyptus and eustoma","Author's bouquets","990","Tanacetum / Craspedia / Hydrangea / Eucalyptus / Eustoma","Author's bouquets","https://xoflowers.md/bouquet-warm-moments-variant/","200"
"product_0275","product","Bouquet ""Temptation"" - Tempting arrangement with hydrangea, anthurium, freesia, eucalyptus and chrysanthemum","Author's bouquets","1400","Hydrangea / anthurium / freesia / eucalyptus / chrysanthemum","Author's bouquets","https://xoflowers.md/bouquet-temptation/","200"
"product_0276","product","Bouquet ""White flowers"" - Pure white arrangement with hydrangea, chrysanthemum and tanacetum","Author's bouquets","950","Hydrangea / chrysanthemum / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-white-flowers/","200"
"product_0277","product","Bouquet ""Gardens of Semiramis"" - Ancient garden arrangement with roses, peonies, chrysanthemum, anthurium and matthiola","Author's bouquets","1800","Rose / peony / chrysanthemum / anthurium / matthiola","Author's bouquets","https://xoflowers.md/bouquet-gardens-semiramis/","200"
"product_0278","product","Bouquet ""Summer Sigh"" - Summer sigh arrangement with anthurium, chrysanthemum, eustoma and hydrangea","Author's bouquets","1200","Anthurium / chrysanthemum / eustoma / hydrangea","Author's bouquets","https://xoflowers.md/bouquet-summer-sigh/","200"
"product_0279","product","Bouquet ""Juli"" - July arrangement with roses, dianthus, tulips, asparagus and antirinium","Author's bouquets","1900","Rose / dianthus / tulip / asparagus / antirinium","Author's bouquets","https://xoflowers.md/bouquet-juli/","200"
"product_0280","product","Bouquet ""Instyle"" - Stylish arrangement with roses, matthiola and dianthus","Author's bouquets","850","Rose / matthiola / dianthus","Author's bouquets","https://xoflowers.md/bouquet-instyle/","200"
"product_0281","product","Field bouquet - Natural field arrangement with panicum, chrysanthemum daisy and freesia","Author's bouquets","790","Panicum / chrysanthemum daisy / freesia","Author's bouquets","https://xoflowers.md/field-bouquet/","200"
"product_0282","product","Bouquet ""Spring Dreams"" - Spring dreams arrangement with hydrangea, viburnum, roses, tulips and Prunus branches","Author's bouquets","2050","Hydrangea / viburnum / rose / tulip / branches Prunus / tulip","Author's bouquets","https://xoflowers.md/bouquet-spring-dreams/","200"
"product_0283","product","Bouquet ""Summer art"" - Artistic summer arrangement with freesia, tulips, green bell, statice, oxypetalum, narcissus, hydrangea, iris and tanacetum","Author's bouquets","2500","Freesia / tulip / green bell/ statice / oxypetalum / narcissus / hydrangea / iris / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-summer-art/","200"
"product_0284","product","Bouquet ""Love Rising"" - Rising love arrangement with Roses Nina and Roses Pink Mondial - available in 11, 21, 51 roses","Author's bouquets","830","Roses Nina/ Roses Pink Mondial","Author's bouquets","https://xoflowers.md/bouquet-love-rising/","200"
"product_0285","product","Bouquet ""Tender Message"" - Tender message arrangement with hydrangea, chrysanthemum and statice","Author's bouquets","1200","Hydrangea / chrysanthemum / statice","Author's bouquets","https://xoflowers.md/bouquet-tender-message/","200"
"product_0286","product","Bouquet ""Kylie"" - Magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet and Silva Pink - a color palette that pleases the eye with delicate freshness of shades","Author's bouquets","4000","Roses: Expression, Pink Floyd, Julliet, Silva Pink","Author's bouquets","https://xoflowers.md/bouquet-kylie/","200"
"product_0287","product","Bouquet ""Bright memory"" - Large luxurious bouquet that reminds of yourself. Beautiful arrangement with hydrangea, peonies, spray roses, viburnum and tanacetum that will decorate any interior for a long time","Author's bouquets","3500","Hydrangea / peony / rose spray / viburnum / tanacetum","Author's bouquets","https://xoflowers.md/bouquet-bright-memory/","200"
"product_0288","product","Bright flower bouquet ""Coral Charm"" - Bright, life-affirming flower trio Coral Charm. Perfect for making surprises with Coral Charm peonies, viburnum and eucalyptus that will keep fresh and fragrant for a long time","Author's bouquets","1700","Peonies / viburnum / eucalyptus","Author's bouquets","https://xoflowers.md/bouquet-coral-charm/","200"
