"chunk_id","chunk_type","primary_text","category","price","price_category","flower_type","seasonality","occasion","collection_id","url","max_tokens","content_length"
"product_0210","product","Bouquet ""Queen"" - Royal arrangement with roses, mantilla, orchids and hydrangea","Author's bouquets","3500","Premium","Trandafir / mantilla / orchidea / hydrangea","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-queen/","200","77"
"product_0211","product","Bouquet ""Calm breeze"" - Peaceful arrangement with carnation, freesia, genista, spray roses and hypericum","Author's bouquets","1700","Mid-Range","Carnation / fresia / genista / rose spray / hypericom","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-calm-breeze/","200","102"
"product_0212","product","Bouquet ""Pink waltz"" - Dancing pink arrangement with roses, tulips, chrysanthemum and ruscus","Author's bouquets","800","Mid-Range","Rose / tulip / chrizantema / ruscus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-pink-waltz/","200","90"
"product_0213","product","Bouquet ""Sunny accent"" - Bright sunny accent with roses, tulips, chrysanthemum and ruscus","Author's bouquets","800","Mid-Range","Rose / tulip / chrizantema / ruscus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-sunny-accent/","200","87"
"product_0214","product","Bouquet ""The glow of fog"" - Mysterious foggy glow arrangement with roses, tulips and chrysanthemum","Author's bouquets","850","Mid-Range","Rose / tulip / chrizantema","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-glow-fog/","200","96"
"product_0215","product","Bouquet ""Peachy Dawn"" - Soft peachy dawn arrangement with roses, spray roses and gerbera","Author's bouquets","1450","Mid-Range","Rose / rose spray / gerbera","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-peachy-dawn/","200","86"
"product_0216","product","Bouquet ""Pearlescent silence"" - Quiet pearlescent arrangement with chrysanthemum, lisianthus and spray roses","Author's bouquets","760","Budget","Chrizantema / lisianthus / rose spray","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-pearlescent-silence/","200","106"
"product_0217","product","Bouquet ""October magic"" - Magical autumn arrangement with roses and chrysanthemum","Author's bouquets","620","Budget","Rose / chryzantema","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-october-magic/","200","79"
"product_0218","product","Bouquet ""The warmth of October"" - Warm October arrangement with roses, spray roses and chrysanthemum","Author's bouquets","1200","Mid-Range","Rose / rose spray / chrizantema","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-warmth-october/","200","98"
"product_0219","product","Bouquet ""Autumn whispers"" - Whispering autumn arrangement with roses, dianthus, gerbera, hydrangea and wax","Author's bouquets","1550","Mid-Range","Rose / dianthus / gerbera / hydrangea / wax","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-autumn-whispers/","200","104"
"product_0220","product","Bouquet ""Autumn velvet"" - Velvety autumn arrangement with roses, chrysanthemum and hydrangea","Author's bouquets","1250","Mid-Range","Rose / chrizantema / hydrangea","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-autumn-velvet/","200","90"
"product_0221","product","Bouquet ""The glow of the morning light"" - Morning light arrangement with lisianthus, hydrangea, roses and chrysanthemum","Author's bouquets","2100","Premium","Lisianthus / hydrangea / rose / chrizantema","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-glow-morning-light/","200","117"
"product_0222","product","Bouquet ""Sufle"" - Light and airy soufflГ© arrangement with roses, dianthus and eustoma","Author's bouquets","1500","Mid-Range","Rose / dianthus / eustoma","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-sufle/","200","84"
"product_0223","product","Bouquet ""Gift"" - Perfect gift arrangement with delphinium, roses and lisianthus","Author's bouquets","1400","Mid-Range","Delphinium / rose / lisianthus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-gift/","200","77"
"product_0224","product","Bouquet ""Patricia"" - Elegant Patricia arrangement with lisianthus, roses, hydrangea, panicum and clematis","Author's bouquets","920","Mid-Range","Lisianthus / rose / hydrangea / panicum / clematis","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-patricia/","200","103"
"product_0225","product","Bouquet ""A love note"" - Romantic love note arrangement with roses, lisianthus and gerbera","Author's bouquets","1450","Mid-Range","Rose / lisianthus / gerbera","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-love-note/","200","87"
"product_0226","product","Flower bouquet white and pink - Classic white and pink arrangement with roses, lisianthus and gerbera","Author's bouquets","1450","Mid-Range","Rose / lisianthus / gerbera","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-white-pink/","200","99"
"product_0227","product","Bouquet ""Valencia"" - Spanish-inspired Valencia arrangement with gerbera, roses, spray roses, lisianthus and hydrangea","Author's bouquets","3300","Premium","Gerbera / rose / rose spray / lisianthus / hydrangea","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-valencia/","200","115"
"product_0228","product","Bouquet ""Waltz"" - Dancing waltz arrangement with roses, lisianthus, lunaria and dahlia","Author's bouquets","2300","Premium","Rose / lisianthus / lunaria / dahlia","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-waltz/","200","84"
"product_0229","product","Bouquet ""Toscana"" - Tuscan-inspired arrangement with eustoma, scabiosa, antirinium, hydrangea, bergras and panicum","Author's bouquets","1500","Mid-Range","Eustoma / scabiosa / anthirinium / hydrangea / bergras / panicum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-toscana/","200","112"
"product_0230","product","Bouquet ""Journey"" - Travel-inspired arrangement with hydrangea, roses, gerbera, scabiosa and eustoma","Author's bouquets","1750","Mid-Range","Hydrangea / rose / gerbera / scabiosa / eustoma","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-journey/","200","98"
"product_0231","product","Bouquet ""Camilla"" - Elegant Camilla arrangement with hydrangea, spray roses, eustoma, viburnum, freesia and tanacetum","Author's bouquets","1950","Mid-Range","Hydrangea / roses spray / eustoma / viburnum / fresia / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-camilla/","200","115"
"product_0232","product","Bouquet ""Hot summer"" - Hot summer arrangement with peonies, eustoma, tanacetum, antheridium and roses","Author's bouquets","1100","Mid-Range","Peon / eustoma / tanacetum / antheridium / rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-hot-summer/","200","99"
"product_0233","product","Bouquet of flowers ""Summer Cocktail"" - Refreshing summer cocktail with germini, peonies and spray roses","Author's bouquets","550","Budget","Germini / peon / rose spray","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-summer-cocktail/","200","101"
"product_0234","product","Bouquet ""Assol"" - Dreamy Assol arrangement with peonies, spray roses and eucalyptus","Author's bouquets","650","Budget","Peon / roses spray / eucalypt","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-assol/","200","81"
"product_0235","product","Bouquet ""Caprice"" - Capricious arrangement with delphinium, peonies, hydrangea, scabiosa and mattiola","Author's bouquets","3200","Premium","Delphinium / peony / hydrangea / scabiosa / mattiola","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-caprice/","200","99"
"product_0236","product","Bouquet of flowers ""Island of Love"" - Romantic island arrangement with hydrangea, roses and chrysanthemum","Author's bouquets","1900","Mid-Range","Hydrangea / rose / chrysanthemum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-island-love/","200","103"
"product_0237","product","Bouquet ""Antonia"" - Classic Antonia arrangement with peonies, roses and chrysanthemum","Author's bouquets","1800","Mid-Range","Peonie / rose / chryzantema","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-antonia/","200","83"
"product_0238","product","Flower bouquet ""Vanilla"" - Sweet vanilla arrangement with gerbera, roses, antirinium and panicum","Author's bouquets","1000","Mid-Range","Gerbera / rose / anthrinium / panicum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-vanilla/","200","94"
"product_0239","product","Bouquet ""Grace Kelly"" - Elegant Grace Kelly arrangement with hydrangea and roses","Author's bouquets","2400","Premium","Hydrangea / rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-grace-kelly/","200","78"
"product_0240","product","Bouquet ""Lily"" - Fresh lily arrangement with viburnum, spray roses, hydrangea and peonies","Author's bouquets","1400","Mid-Range","Viburnum / roses spray / hydrangea / peonies","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-lily/","200","87"
"product_0241","product","Buchet de flori ""Lilac Beauty"" - Beautiful lilac arrangement with roses, eustoma and chrysanthemum","Author's bouquets","750","Budget","Rose / eustoma / chryzantema","All-Season","General","Author's bouquets","https://xoflowers.md/buchet-lilac-beauty/","200","96"
"product_0242","product","Bouquet ""Alps"" - Mountain-inspired arrangement with viburnum, matiola, anthurium, roses and peonies","Author's bouquets","1680","Mid-Range","Viburnum / matiola / anthurium / rose / peony","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-alps/","200","97"
"product_0243","product","Bouquet ""Hanna"" - Sweet Hanna arrangement with hydrangea, chrysanthemum and spray roses","Author's bouquets","1750","Mid-Range","Hydrangea / chryzantema / roses spray","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-hanna/","200","85"
"product_0244","product","Bouquet ""Sweet paints"" - Sweet colorful arrangement with spray roses and roses - available in S and M sizes","Author's bouquets","1350","Mid-Range","Rose spray / rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-sweet-paints/","200","105"
"product_0245","product","Bouquet ""Lavanda"" - Lavender-inspired arrangement with hydrangea, roses and viburnum","Author's bouquets","3000","Premium","Hydrangea / rose / viburnum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-lavanda/","200","82"
"product_0246","product","Bouquet ""Sofia's kiss"" - Romantic Sofia arrangement with hydrangea, roses, gerbera, matiola, eucalyptus and ranunculus - available in S, M, L sizes","Author's bouquets","1800","Mid-Range","Hydrangea / rose / gerbera / matiola / eucalyptus / ranunculus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-sofias-kiss/","200","145"
"product_0247","product","Bouquet ""Morning in Paris"" - Parisian morning arrangement with roses, germini, tanacetum and dianthus","Author's bouquets","1900","Mid-Range","Rose / germini / tanacetum / dianthus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-morning-paris/","200","99"
"product_0248","product","Bouquet ""Spring garden"" - Spring garden arrangement with ranunculus, hydrangea, genista, wax flower, roses, chrysanthemum and daffodils","Author's bouquets","2800","Premium","Ranunculus / hydrangea / genista / WAXflower / rose / chrysantema / daffodil","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-spring-garden/","200","133"
"product_0249","product","Bouquet ""Pink sun"" - Pink sunny arrangement with tulips, gerbera, genista and roses - available in S and M sizes","Author's bouquets","680","Budget","Tulip / gerbera / genista / rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-pink-sun/","200","110"
"product_0250","product","Bouquet ""Passion"" - Passionate arrangement with Rose Nina, Rose Pink Expression, carnation and Rose Julliet - available in S, M, L sizes","Author's bouquets","1350","Mid-Range","Rose Nina / Rose Pink Expression / carnation / Rose Julliet","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-passion/","200","134"
"product_0251","product","Bouquet ""Gentle Light"" - Gentle light arrangement with Playa Blanca roses, gerbera, carnation and spray roses - available in S, M, L sizes","Author's bouquets","1350","Mid-Range","Playa Blanca rose / gerbera / carnation / spray rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-gentle-light/","200","136"
"product_0252","product","Bouquet ""Tender Feelings"" - Tender arrangement with gerbera, spray roses, roses and chrysanthemum","Author's bouquets","950","Mid-Range","Gerbera / rose spray / rose / chrysanthemum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-tender-feelings/","200","95"
"product_0253","product","Bouquet of flowers ""Orange Accent"" - Bright orange accent with spray roses Jullieta, chrysanthemum and gerbera","Author's bouquets","750","Budget","Rose spray Jullieta / chrysanthemum / gerbera","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-orange-accent/","200","108"
"product_0254","product","Flower bouquet ""Sweetheart"" - Sweet arrangement with gerbera, chrysanthemum and statice","Author's bouquets","500","Budget","Gerbera / chryzantemum / statice","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-sweetheart/","200","85"
"product_0255","product","Flower bouquet ""Wave of Happiness"" - Happy wave arrangement with ranunculus, gerbera and chrysanthemum","Author's bouquets","700","Budget","Ranunculus / gerbera / chrysanthemum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-wave-happiness/","200","100"
"product_0256","product","Flower bouquet ""Flowers of love"" - Loving arrangement with chrysanthemum, tulips and spray roses","Author's bouquets","600","Budget","Chrysanthemum / tulip / spray rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-flowers-love/","200","94"
"product_0257","product","Bouquet ""Sweet Silvia"" - Sweet arrangement with Rose Silvia Pink and tanacetum","Author's bouquets","1550","Mid-Range","Rose Silvia Pink / Tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-sweet-silvia/","200","76"
"product_0258","product","Bouquet ""Pink Love"" - Pink love arrangement with spray roses, tanacetum and chrysanthemum","Author's bouquets","1850","Mid-Range","Roses spray / tanacetum / chryzantema","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-pink-love/","200","87"
"product_0259","product","Bouquet ""A fiery sunset"" - Fiery sunset arrangement with roses, gerbera, lagurus and stabilized leaves","Author's bouquets","1100","Mid-Range","Rose / gerbera / lagurus / stabilized leaves","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-fiery-sunset/","200","100"
"product_0260","product","Bouquet ""Fresh fall"" - Fresh autumn arrangement with chrysanthemum, gerbera, roses and tanacetum","Author's bouquets","1300","Mid-Range","Chryzantema / gerbera / rosД™ / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-fresh-fall/","200","94"
"product_0261","product","Bouquet ""Dawn"" - Dawn arrangement with roses and gerbera","Author's bouquets","1500","Mid-Range","Roses / gerbera","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-dawn/","200","54"
"product_0262","product","Bouquet ""Autumn sun"" - Autumn sun arrangement with roses, chrysanthemum and ruskus","Author's bouquets","1350","Mid-Range","Rose / chryzantema / ruskus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-autumn-sun/","200","80"
"product_0263","product","Bouquet ""Gentle Autumn"" - Gentle autumn roses arrangement - available in S and M sizes","Author's bouquets","1350","Mid-Range","Roses","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-gentle-autumn/","200","84"
"product_0264","product","Bouquet ""A summer moment"" - Summer moment arrangement with hydrangea and tanacetum - available in S and M sizes","Author's bouquets","1150","Mid-Range","Hydrangea / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-summer-moment/","200","109"
"product_0265","product","Bouquet ""Summer Fireworks"" - Fireworks arrangement with hydrangea, roses and tanacetum","Author's bouquets","1700","Mid-Range","Hydrangea / rose / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-summer-fireworks/","200","84"
"product_0266","product","Bouquet ""Angelica"" - Angelic arrangement with hydrangea, roses and peonies","Author's bouquets","2200","Premium","Hydrangea / rose / peony","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-angelica/","200","72"
"product_0267","product","Bouquet ""Warm Moments"" - Warm moments arrangement with roses, peonies, delphinium, scabiosa, dahlia, nigella and antirinium","Author's bouquets","2320","Premium","Rose / peony / delphinium / scabiosa / dahlia / nigella / antirinium","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-warm-moments/","200","121"
"product_0268","product","Bouquet ""The Flower Secret"" - Secret arrangement with hydrangea, delphinium, roses, gerbera, anthurium and eustoma","Author's bouquets","1600","Mid-Range","Hydrangea / delphinium / rose / gerbera / anthurium / eustoma","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-flower-secret/","200","112"
"product_0269","product","Bouquet ""Fragrant Mission"" - Fragrant mission arrangement with roses, anthurium, chrysanthemum, peonies, eucalyptus, panicum and eustoma","Author's bouquets","2450","Premium","Rose / anthurium / chrysanthemum / peony / eucalyptus / panicum / eustoma","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-fragrant-mission/","200","134"
"product_0270","product","Bouquet ""Blooming Worlds"" - Blooming worlds arrangement with mixed seasonal flowers","Author's bouquets","2300","Premium","Mixed seasonal flowers","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-blooming-worlds/","200","81"
"product_0271","product","Bouquet ""Dolve Vita"" - Sweet life arrangement with peonies, spray roses and tanacetum","Author's bouquets","2900","Premium","Peonies / roses spray / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-dolce-vita/","200","83"
"product_0272","product","Bouquet ""Serenade"" - Romantic serenade with hydrangea, peonies, viburnum and eucalyptus","Author's bouquets","2000","Premium","Hydrangea / peony / viburnum / eucalyptus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-serenade/","200","85"
"product_0273","product","Bouquet ""The Mediterranean"" - Mediterranean arrangement with hydrangea, viburnum and roses","Author's bouquets","1900","Mid-Range","Hydrangea / viburnum / rose","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-mediterranean/","200","88"
"product_0274","product","Bouquet ""Warm Moments"" - Warm moments arrangement with tanacetum, craspedia, hydrangea, eucalyptus and eustoma","Author's bouquets","990","Mid-Range","Tanacetum / Craspedia / Hydrangea / Eucalyptus / Eustoma","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-warm-moments-variant/","200","108"
"product_0275","product","Bouquet ""Temptation"" - Tempting arrangement with hydrangea, anthurium, freesia, eucalyptus and chrysanthemum","Author's bouquets","1400","Mid-Range","Hydrangea / anthurium / freesia / eucalyptus / chrysanthemum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-temptation/","200","106"
"product_0276","product","Bouquet ""White flowers"" - Pure white arrangement with hydrangea, chrysanthemum and tanacetum","Author's bouquets","950","Mid-Range","Hydrangea / chrysanthemum / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-white-flowers/","200","90"
"product_0277","product","Bouquet ""Gardens of Semiramis"" - Ancient garden arrangement with roses, peonies, chrysanthemum, anthurium and matthiola","Author's bouquets","1800","Mid-Range","Rose / peony / chrysanthemum / anthurium / matthiola","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-gardens-semiramis/","200","117"
"product_0278","product","Bouquet ""Summer Sigh"" - Summer sigh arrangement with anthurium, chrysanthemum, eustoma and hydrangea","Author's bouquets","1200","Mid-Range","Anthurium / chrysanthemum / eustoma / hydrangea","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-summer-sigh/","200","98"
"product_0279","product","Bouquet ""Juli"" - July arrangement with roses, dianthus, tulips, asparagus and antirinium","Author's bouquets","1900","Mid-Range","Rose / dianthus / tulip / asparagus / antirinium","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-juli/","200","86"
"product_0280","product","Bouquet ""Instyle"" - Stylish arrangement with roses, matthiola and dianthus","Author's bouquets","850","Mid-Range","Rose / matthiola / dianthus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-instyle/","200","72"
"product_0281","product","Field bouquet - Natural field arrangement with panicum, chrysanthemum daisy and freesia","Author's bouquets","790","Budget","Panicum / chrysanthemum daisy / freesia","All-Season","General","Author's bouquets","https://xoflowers.md/field-bouquet/","200","85"
"product_0282","product","Bouquet ""Spring Dreams"" - Spring dreams arrangement with hydrangea, viburnum, roses, tulips and Prunus branches","Author's bouquets","2050","Premium","Hydrangea / viburnum / rose / tulip / branches Prunus / tulip","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-spring-dreams/","200","109"
"product_0283","product","Bouquet ""Summer art"" - Artistic summer arrangement with freesia, tulips, green bell, statice, oxypetalum, narcissus, hydrangea, iris and tanacetum","Author's bouquets","2500","Premium","Freesia / tulip / green bell/ statice / oxypetalum / narcissus / hydrangea / iris / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-summer-art/","200","144"
"product_0284","product","Bouquet ""Love Rising"" - Rising love arrangement with Roses Nina and Roses Pink Mondial - available in 11, 21, 51 roses","Author's bouquets","830","Mid-Range","Roses Nina/ Roses Pink Mondial","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-love-rising/","200","116"
"product_0285","product","Bouquet ""Tender Message"" - Tender message arrangement with hydrangea, chrysanthemum and statice","Author's bouquets","1200","Mid-Range","Hydrangea / chrysanthemum / statice","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-tender-message/","200","93"
"product_0286","product","Bouquet ""Kylie"" - Magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet and Silva Pink - a color palette that pleases the eye with delicate freshness of shades","Author's bouquets","4000","Premium","Roses: Expression, Pink Floyd, Julliet, Silva Pink","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-kylie/","200","206"
"product_0287","product","Bouquet ""Bright memory"" - Large luxurious bouquet that reminds of yourself. Beautiful arrangement with hydrangea, peonies, spray roses, viburnum and tanacetum that will decorate any interior for a long time","Author's bouquets","3500","Premium","Hydrangea / peony / rose spray / viburnum / tanacetum","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-bright-memory/","200","204"
"product_0288","product","Bright flower bouquet ""Coral Charm"" - Bright, life-affirming flower trio Coral Charm. Perfect for making surprises with Coral Charm peonies, viburnum and eucalyptus that will keep fresh and fragrant for a long time","Author's bouquets","1700","Mid-Range","Peonies / viburnum / eucalyptus","All-Season","General","Author's bouquets","https://xoflowers.md/bouquet-coral-charm/","200","212"
"product_0289","product","Bride's bouquet - Elegant bridal bouquet with calla, scabiosa, delphinium, peony, and freesia.","Bride's bouquet","1900","Mid-Range","Calla / scabiosa / delphinium / peon / fresia","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-calla-scabiosa-delphinium/","200","92"
"product_0290","product","Bride's bouquet - Beautiful bridal bouquet featuring gerbera, anthurium, antirinium, peony, and panicum.","Bride's bouquet","2000","Premium","Gerbera / athurium / anthirinium / peon /panicum","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-gerbera-athurium/","200","102"
"product_0291","product","Bride's bouquet - Chic bridal bouquet composed of matiola, eustoma, and dianthus.","Bride's bouquet","2100","Premium","Matiola / eustoma / dianthus","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-matiola-eustoma/","200","79"
"product_0292","product","Bouquet ""LOVE"" - Romantic 'LOVE' bouquet with peony, freesia, and anthurium.","Bride's bouquet","1900","Mid-Range","Peon / fresia / anthurium","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/bouquet-love/","200","74"
"product_0293","product","Bouquet ""Stylish Bride"" - Sophisticated 'Stylish Bride' bouquet with calla lily, ornithogalum, and dianthus.","Bride's bouquet","1400","Mid-Range","Calla lily / ornithogalum / dianthus","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/bouquet-stylish-bride/","200","106"
"product_0294","product","Bouquet ""Tender Love"" - Delicate 'Tender Love' bouquet featuring scabiosa and stifa.","Bride's bouquet","1600","Mid-Range","Scabioza / stifa","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/bouquet-tender-love/","200","82"
"product_0295","product","Wheat bride's bouquet - Unique bridal bouquet made entirely of wheat.","Bride's bouquet","3000","Premium","Wheat","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/wheat-brides-bouquet/","200","67"
"product_0296","product","Bride's Bouquet of dried flowers - Bohemian bridal bouquet crafted from dried flowers and peony.","Bride's bouquet","3200","Premium","dried flowers / peony","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-dried-flowers/","200","94"
"product_0297","product","XL peony bride bouquet - Extravagant XL bridal bouquet composed solely of peonies.","Bride's bouquet","5500","Premium","Peony","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/xl-peony-bride-bouquet/","200","80"
"product_0298","product","Hydrangea bridal bouquet - Classic bridal bouquet featuring lush hydrangea.","Bride's bouquet","2800","Premium","Hydrangea","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/hydrangea-bridal-bouquet/","200","73"
"product_0299","product","A bride's bouquet of snow-white peonies - Pristine bridal bouquet made of snow-white peonies.","Bride's bouquet","3500","Premium","Peony","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-snow-white-peonies/","200","91"
"product_0300","product","Bride's bouquet - Exquisite bridal bouquet with oxypetalum and lily of the valley.","Bride's bouquet","4600","Premium","Oxypetalum / lily of the valley","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-oxypetalum-lily-of-the-valley/","200","80"
"product_0301","product","Bride's bouquet ""O atingere blГўndă"" - Soft touch bridal bouquet with roses, calla, and hydrangea.","Bride's bouquet","2900","Premium","Roses / cala / hydrangea","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-o-atingere-blinda/","200","96"
"product_0302","product","Bride's bouquet ""Lady Fresia"" - Elegant 'Lady Fresia' bridal bouquet featuring freesia.","Bride's bouquet","3800","Premium","Fresia","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-lady-fresia/","200","85"
"product_0303","product","Bride's bouquet ""Gatsby"" - Vintage-inspired 'Gatsby' bridal bouquet with stifa, peony, eustoma, ruskus, eucalyptus, and rose.","Bride's bouquet","2800","Premium","Stifa / peony / eustoma / ruskus / eucalyptus / rose","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-gatsby/","200","123"
"product_0304","product","Bride's bouquet ""Blue Lagoon"" - Serene 'Blue Lagoon' bridal bouquet with rose, delphinium, ozotamnus, eustoma, and germini.","Bride's bouquet","3700","Premium","rose / delphinium / ozotamnus / eustoma / germini","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-blue-lagoon/","200","121"
"product_0305","product","Bride's bouquet ""Summer wind"" - Light and airy 'Summer wind' bridal bouquet with rose, delphinium, eucalyptus, eustoma, and waxflower.","Bride's bouquet","2600","Premium","rose / delphinium / eucalyptus / eustoma /waxflower","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-summer-wind/","200","132"
"product_0306","product","Bride's bouquet ""Northern Lights"" - Striking 'Northern Lights' bridal bouquet with peony, delphinium, scabiosa, mattiola, eucalyptus, and rose.","Bride's bouquet","3600","Premium","Peony / delphinium / scabiosa / mattiola / eucalyptus / rose","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/brides-bouquet-northern-lights/","200","141"
"product_0307","product","Bouquet ""Summer Garden"" - Vibrant 'Summer Garden' bouquet with scabiosa, peony, eustoma, tanacetum, eucalyptus, antirinium, chrysanthemum, and trachelium.","Bride's bouquet","3500","Premium","Scabiosa / peony / eustoma / tanacetum / eucalyptus / antirinium / chrysanthemum / trachelium","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/bouquet-summer-garden/","200","152"
"product_0308","product","Gentle bridal bouquet - Soft bridal bouquet with spray roses, gypsophila, and chrysanthemum.","Bride's bouquet","2400","Premium","Roses spray / Gypsophila / Chrysanthemum","All-Season","Wedding","Bride's bouquet","https://xoflowers.md/gentle-bridal-bouquet/","200","90"
"product_0309","product","Basket with roses ""Poma Rosa"" - Luxurious basket filled with beautiful roses.","Premium","8700","Premium","rose","All-Season","Luxury","Premium","https://xoflowers.md/basket-with-roses-poma-rosa/","200","75"
"product_0310","product","Bouquet ""Luxurious"" - An opulent bouquet featuring hydrangea, rose, and tanacetum.","Premium","8800","Premium","hydrangea / rose / tanacetum","All-Season","Luxury","Premium","https://xoflowers.md/bouquet-luxurious/","200","80"
"product_0311","product","Box with flowers ""Pearl Love"" - A charming box arrangement with anthurium, mattiola, peony, spray rose, hydrangea, and lily.","Premium","3500","Premium","anthurium / mattiola / peony / rose spray / hydrangea / lilia","All-Season","Luxury","Premium","https://xoflowers.md/box-with-flowers-pearl-love/","200","122"
